"zip_code","Population","MedianIncome","city","state","latitude","longitude"
92567,9469,55069,"Nuevo","CA",33.819818,-117.11778
92570,56766,42698,"Perris","CA",33.784051,-117.29812
92571,54825,51116,"Perris","CA",33.822068,-117.21514
92582,16200,58262,"San Jacinto","CA",33.796153,-117.00046
92583,31167,39528,"San Jacinto","CA",33.788491,-116.95125
92584,46346,75928,"Menifee","CA",33.66035,-117.18987
92585,20148,63413,"Sun City","CA",33.742936,-117.17432
92586,19384,36394,"Sun City","CA",33.70602,-117.1974
92587,16787,68620,"Sun City","CA",33.692876,-117.25038
92590,3841,49423,"Temecula","CA",33.479467,-117.20933
92591,39767,70380,"Temecula","CA",33.52775,-117.12056
92592,74558,89541,"Temecula","CA",33.495343,-117.07657
92595,31139,61525,"Wildomar","CA",33.614385,-117.2608
92596,26044,85914,"Winchester","CA",33.653216,-117.07986
92602,23529,104149,"Irvine","CA",33.73297,-117.76932
92603,20173,120686,"Irvine","CA",33.648871,-117.764637
92604,28425,91180,"Irvine","CA",33.68762,-117.78852
92606,22294,90228,"Irvine","CA",33.695576,-117.80588
92610,11799,120984,"Foothill Ranch","CA",33.685479,-117.6669
92612,29325,67039,"Irvine","CA",33.650813,-117.81771
92614,25657,95984,"Irvine","CA",33.680408,-117.82592
92618,21345,97470,"Irvine","CA",33.659639,-117.73948
92620,43802,102160,"Irvine","CA",33.714889,-117.7633
92624,6450,71469,"Capistrano Beach","CA",33.460727,-117.66467
92625,12572,125735,"Corona Del Mar","CA",33.600172,-117.86823
92626,51575,80132,"Costa Mesa","CA",33.677224,-117.90863
92627,60806,57708,"Costa Mesa","CA",33.647028,-117.91506
92629,26955,88384,"Dana Point","CA",33.475302,-117.70327
92630,59657,84785,"Lake Forest","CA",33.640223,-117.69108
92637,16284,36737,"Laguna Woods","CA",33.61,-117.72
92646,55505,87110,"Huntington Beach","CA",33.666269,-117.9693
92647,59741,74637,"Huntington Beach","CA",33.725167,-118.00509
92648,46623,85857,"Huntington Beach","CA",33.673468,-118.00243
92649,32976,86469,"Huntington Beach","CA",33.720017,-118.04614
92651,23668,98697,"Laguna Beach","CA",33.535325,-117.77192
92653,28853,92806,"Laguna Hills","CA",33.602823,-117.71295
92655,9139,45568,"Midway City","CA",33.745166,-117.98569
92656,51370,101292,"Aliso Viejo","CA",33.581533,-117.72474
92657,9751,163486,"Newport Coast","CA",33.610717,-117.8325
92660,35308,112008,"Newport Beach","CA",33.634821,-117.87453
92661,3152,93099,"Newport Beach","CA",33.601822,-117.89966
92662,3018,82857,"Newport Beach","CA",33.606271,-117.89243
92663,22772,86967,"Newport Beach","CA",33.619221,-117.93087
92672,35041,75411,"San Clemente","CA",33.427078,-117.61401
92673,29875,125629,"San Clemente","CA",33.462927,-117.62414
92675,35596,72465,"San Juan Capistrano","CA",33.500843,-117.65866
92676,2033,84750,"Silverado","CA",33.743168,-117.63563
92677,64642,98264,"Laguna Niguel","CA",33.531938,-117.7025
92678,427,84250,"Trabuco Canyon","CA",33.673979,-117.59457
92679,32822,149538,"Trabuco Canyon","CA",33.639227,-117.58518
92683,91204,53559,"Westminster","CA",33.751418,-117.99392
92688,45074,100694,"Rancho Santa Margarita","CA",33.639994,-117.60351
92691,48129,93713,"Mission Viejo","CA",33.611272,-117.66681
92692,48967,102045,"Mission Viejo","CA",33.615462,-117.64093
92694,24568,137122,"Ladera Ranch","CA",33.570763,-117.63463
92701,52588,39060,"Santa Ana","CA",33.747017,-117.86248
92703,69890,50047,"Santa Ana","CA",33.747067,-117.90433
92704,87121,59412,"Santa Ana","CA",33.724167,-117.90623
92705,46163,82675,"Santa Ana","CA",33.762117,-117.81828
92706,36585,58500,"Santa Ana","CA",33.765916,-117.88139
92707,63595,57038,"Santa Ana","CA",33.719118,-117.87143
92708,57441,82005,"Fountain Valley","CA",33.708618,-117.95629
92780,60438,64089,"Tustin","CA",33.741651,-117.82127
92782,22583,102755,"Tustin","CA",33.739571,-117.78618
92801,63883,47672,"Anaheim","CA",33.844814,-117.95381
92802,43743,51365,"Anaheim","CA",33.806965,-117.92594
92804,85969,52408,"Anaheim","CA",33.818165,-117.97304
92805,70839,54422,"Anaheim","CA",33.835665,-117.90807
92806,39616,62828,"Anaheim","CA",33.835465,-117.87362
92807,36323,94697,"Anaheim","CA",33.850515,-117.79113
92808,20137,110964,"Anaheim","CA",33.858151,-117.73864
92821,37580,80163,"Brea","CA",33.923463,-117.89559
92823,2960,124712,"Brea","CA",33.918965,-117.83252
92831,35316,57333,"Fullerton","CA",33.878981,-117.89325
92832,25247,58853,"Fullerton","CA",33.869114,-117.92985
92833,53309,67019,"Fullerton","CA",33.874314,-117.9637
92835,23378,92397,"Fullerton","CA",33.903164,-117.91224
92840,56291,61934,"Garden Grove","CA",33.785166,-117.93406
92841,32839,53059,"Garden Grove","CA",33.786915,-117.98224
92843,44468,52536,"Garden Grove","CA",33.763033,-117.9355
92844,24314,48345,"Garden Grove","CA",33.765516,-117.9731
92845,17202,89026,"Garden Grove","CA",33.782916,-118.02619
92860,27304,85361,"Norco","CA",33.925885,-117.55978
92861,5911,150864,"Villa Park","CA",33.812662,-117.81623
92865,19715,85251,"Orange","CA",33.8318,-117.84739
92866,15473,62589,"Orange","CA",33.785091,-117.84569
92867,44569,78072,"Orange","CA",33.811566,-117.82919
92868,27353,63610,"Orange","CA",33.787266,-117.87494
92869,37390,88160,"Orange","CA",33.792687,-117.79975
92870,53474,80037,"Placentia","CA",33.883314,-117.85446
92879,48654,62677,"Corona","CA",33.8808,-117.54068
92880,61187,101303,"Corona","CA",33.903803,-117.60221
92881,32817,94196,"Corona","CA",33.839516,-117.53581
92882,70188,71793,"Corona","CA",33.866555,-117.59167
92883,31940,93917,"Corona","CA",33.771548,-117.47884
92886,48649,110054,"Yorba Linda","CA",33.888062,-117.80407
92887,20071,126984,"Yorba Linda","CA",33.883223,-117.73856
93001,32360,54945,"Ventura","CA",34.311203,-119.30164
93003,51454,69616,"Ventura","CA",34.268736,-119.2249
93004,30417,76027,"Ventura","CA",34.278812,-119.16784
93010,43234,86505,"Camarillo","CA",34.231754,-119.05258
93012,35366,93523,"Camarillo","CA",34.218756,-118.99213
93013,15944,68884,"Carpinteria","CA",34.402194,-119.52308
93015,17423,56567,"Fillmore","CA",34.396646,-118.90082
93021,36407,99537,"Moorpark","CA",34.292898,-118.87134
93022,7069,73433,"Oak View","CA",34.401466,-119.30082
93023,20603,64843,"Ojai","CA",34.456957,-119.25307
93030,61215,57860,"Oxnard","CA",34.21707,-119.1769
93033,82263,55210,"Oxnard","CA",34.166933,-119.16113
93035,26966,83038,"Oxnard","CA",34.179304,-119.22189
93040,2037,45877,"Piru","CA",34.424363,-118.73908
93041,23998,52371,"Port Hueneme","CA",34.154072,-119.18829
93042,82,0,"Point Mugu Nawc","CA",34.113389,-119.112432
93043,116,0,"Port Hueneme Cbc Base","CA",34.162124,-119.207364
93060,33836,54782,"Santa Paula","CA",34.367474,-119.07317
93063,56687,83974,"Simi Valley","CA",34.279343,-118.69607
93064,0,0,"Brandeis","CA",34.258203,-118.710724
93065,72273,94173,"Simi Valley","CA",34.265003,-118.77177
93066,3179,75380,"Somis","CA",34.287679,-119.02059
93067,641,75862,"Summerland","CA",34.421895,-119.60084
93101,32860,54945,"Santa Barbara","CA",34.420163,-119.7065
93103,20271,67383,"Santa Barbara","CA",34.428191,-119.68412
93105,24967,81308,"Santa Barbara","CA",34.44005,-119.75496
93108,12119,125272,"Santa Barbara","CA",34.433687,-119.63184
93109,11031,99638,"Santa Barbara","CA",34.40323,-119.72069
93110,17321,75915,"Santa Barbara","CA",34.439579,-119.76788
93111,17554,94933,"Santa Barbara","CA",34.443529,-119.80297
93117,55064,55801,"Goleta","CA",34.443746,-119.94215
93201,1173,27938,"Alpaugh","CA",35.889586,-119.49352
93202,3486,38733,"Armona","CA",36.311439,-119.70823
93203,21784,35429,"Arvin","CA",35.161923,-118.84655
93204,14553,29302,"Avenal","CA",35.930766,-120.10057
93205,2065,20349,"Bodfish","CA",35.576134,-118.46745
93206,2196,41488,"Buttonwillow","CA",35.37825,-119.41664
93207,263,34750,"California Hot Springs","CA",35.87137,-118.6821
93208,125,88750,"Camp Nelson","CA",36.062748,-118.60663
93210,21303,50290,"Coalinga","CA",36.194736,-120.30865
93212,25204,34565,"Corcoran","CA",36.085342,-119.5548
93215,56028,36321,"Delano","CA",35.774967,-119.23371
93218,1009,24118,"Ducor","CA",35.842485,-119.01483
93219,10378,23458,"Earlimart","CA",35.87368,-119.26362
93220,265,0,"Edison","CA",35.357018,-118.810069
93221,15391,48470,"Exeter","CA",36.304696,-119.11383
93222,1681,45551,"Frazier Park","CA",34.850984,-119.16626
93223,10759,32273,"Farmersville","CA",36.300574,-119.20552
93224,429,42273,"Fellows","CA",35.202535,-119.56093
93225,5572,44111,"Frazier Park","CA",34.815266,-119.00404
93226,363,58854,"Glennville","CA",35.727428,-118.72424
93230,66316,53008,"Hanford","CA",36.327063,-119.6451
93234,6896,29304,"Huron","CA",36.209815,-120.0847
93235,4044,32783,"Ivanhoe","CA",36.387879,-119.21908
93238,1575,58012,"Kernville","CA",35.784367,-118.43769
93239,1950,61319,"Kettleman City","CA",36.015318,-120.00772
93240,5667,26054,"Lake Isabella","CA",35.617148,-118.45299
93241,18474,31886,"Lamont","CA",35.256873,-118.91325
93242,3230,40109,"Laton","CA",36.43465,-119.71753
93243,1720,60724,"Lebec","CA",34.851405,-118.87993
93244,340,36406,"Lemon Cove","CA",36.417743,-119.00457
93245,37062,51280,"Lemoore","CA",36.312075,-119.80349
93247,18932,34505,"Lindsay","CA",36.201983,-119.08589
93249,2698,33011,"Lost Hills","CA",35.689717,-119.91961
93250,13925,34961,"McFarland","CA",35.670747,-119.21336
93251,229,40179,"McKittrick","CA",35.364749,-119.70242
93252,3665,31771,"Maricopa","CA",35.040362,-119.41514
93254,700,32750,"New Cuyama","CA",34.956385,-119.74696
93255,598,29030,"Onyx","CA",35.666835,-118.01701
93256,6035,27361,"Pixley","CA",35.957119,-119.31287
93257,75390,39551,"Porterville","CA",36.055121,-119.01595
93258,2292,20896,"Porterville","CA",36.033126,-119.007265
93260,175,24375,"Posey","CA",35.846291,-118.63298
93261,3248,29005,"Richgrove","CA",35.801627,-119.11699
93262,59,0,"Sequoia National Park","CA",36.596251,-118.73425
93263,20204,40833,"Shafter","CA",35.490517,-119.26495
93265,2892,60587,"Springville","CA",36.150892,-118.76204
93266,1465,24122,"Stratford","CA",36.177361,-119.82042
93267,6962,33162,"Strathmore","CA",36.141864,-119.09411
93268,16890,46615,"Taft","CA",35.162776,-119.4303
93270,5519,27807,"Terra Bella","CA",35.94901,-119.03742
93271,2278,43913,"Three Rivers","CA",36.431565,-118.86296
93272,3438,34505,"Tipton","CA",36.059363,-119.32025
93274,71430,45591,"Tulare","CA",36.201451,-119.34994
93276,176,45313,"Tupman","CA",35.305512,-119.38925
93277,51849,51056,"Visalia","CA",36.311,-119.32637
93280,27390,39206,"Wasco","CA",35.605045,-119.37143
93283,2313,29848,"Weldon","CA",35.614134,-118.27824
93285,2218,31144,"Wofford Heights","CA",35.714118,-118.48416
93286,9942,41579,"Woodlake","CA",36.431121,-119.10642
93287,141,65735,"Woody","CA",35.702936,-118.8844
93291,54899,50833,"Visalia","CA",36.351009,-119.33655
93292,38825,51341,"Visalia","CA",36.358928,-119.24027
93301,11685,30963,"Bakersfield","CA",35.381408,-119.01935
93304,51607,35150,"Bakersfield","CA",35.344209,-119.02225
93305,37871,29812,"Bakersfield","CA",35.387058,-118.98647
93306,68910,52203,"Bakersfield","CA",35.396411,-118.92268
93307,84184,34358,"Bakersfield","CA",35.324767,-118.96329
93308,54132,41737,"Bakersfield","CA",35.487491,-119.00896
93309,60631,47369,"Bakersfield","CA",35.340759,-119.06497
93311,44358,87720,"Bakersfield","CA",35.200467,-119.17399
93312,56313,93588,"Bakersfield","CA",35.39068,-119.18583
93313,43644,64803,"Bakersfield","CA",35.19766,-119.05698
93401,27920,52906,"San Luis Obispo","CA",35.262548,-120.65196
93402,14880,57241,"Los Osos","CA",35.313222,-120.83468
93405,34833,41488,"San Luis Obispo","CA",35.277189,-120.70305
93410,0,0,"San Luis Obispo","CA",35.347065,-120.455345
93420,30076,66506,"Arroyo Grande","CA",35.119678,-120.55116
93422,31899,66014,"Atascadero","CA",35.474913,-120.676
93424,853,77679,"Avila Beach","CA",35.18554,-120.72583
93426,1522,57014,"Bradley","CA",35.834919,-120.98093
93427,5279,62969,"Buellton","CA",34.613014,-120.2051
93428,6348,63514,"Cambria","CA",35.563246,-121.07736
93429,114,47031,"Casmalia","CA",34.842293,-120.5318
93430,2735,52329,"Cayucos","CA",35.459347,-120.88947
93432,798,53571,"Creston","CA",35.495242,-120.48392
93433,13337,49418,"Grover Beach","CA",35.120934,-120.61952
93434,7178,45191,"Guadalupe","CA",34.958896,-120.58014
93436,55176,54980,"Lompoc","CA",34.639682,-120.4471
93437,3464,61308,"Lompoc","CA",34.73489,-120.53467
93440,1472,63112,"Los Alamos","CA",34.75465,-120.27032
93441,1195,95625,"Los Olivos","CA",34.709973,-120.09201
93442,10998,52579,"Morro Bay","CA",35.373047,-120.83844
93444,19578,61379,"Nipomo","CA",35.032408,-120.49446
93445,7168,50000,"Oceano","CA",35.097599,-120.61327
93446,44288,64974,"Paso Robles","CA",35.640589,-120.70418
93449,7789,67500,"Pismo Beach","CA",35.150886,-120.65401
93450,814,42083,"San Ardo","CA",35.964022,-120.87339
93451,4187,54205,"San Miguel","CA",35.818054,-120.63645
93452,721,34769,"San Simeon","CA",35.664386,-121.21965
93453,3486,51520,"Santa Margarita","CA",35.323098,-120.08301
93454,37362,52564,"Santa Maria","CA",34.900809,-120.34876
93455,42513,72212,"Santa Maria","CA",34.87455,-120.42806
93458,56514,43803,"Santa Maria","CA",34.956344,-120.45243
93460,4944,91737,"Santa Ynez","CA",34.626931,-120.0661
93461,1661,59738,"Shandon","CA",35.636185,-120.27185
93463,8132,66771,"Solvang","CA",34.608938,-120.13838
93465,9652,83194,"Templeton","CA",35.54464,-120.72428
93501,5258,32897,"Mojave","CA",35.04535,-118.16141
93505,13232,57731,"California City","CA",35.139327,-117.91473
93510,7289,89403,"Acton","CA",34.497245,-118.18951
93512,178,26000,"Benton","CA",37.583838,-118.23615
93513,1584,47833,"Big Pine","CA",37.1363,-118.27335
93514,14472,51250,"Bishop","CA",37.282192,-118.38717
93516,2271,30708,"Boron","CA",35.030694,-117.67264
93517,796,60139,"Bridgeport","CA",38.21053,-119.31968
93518,986,28005,"Caliente","CA",35.381552,-118.54748
93519,97,28285,"Cantil","CA",35.177369,-118.035049
93522,18,0,"Darwin","CA",36.269728,-117.59002
93523,3378,53456,"Edwards","CA",35.044352,-117.8578
93524,263,0,"Edwards","CA",35.294405,-118.905173
93526,714,51250,"Independence","CA",36.851729,-118.20743
93527,1914,52123,"Inyokern","CA",35.734418,-117.89313
93528,79,13906,"Johannesburg","CA",35.366197,-117.63618
93529,589,50595,"June Lake","CA",37.765218,-119.07769
93530,28,11250,"Keeler","CA",36.495772,-117.88289
93531,338,66983,"Keene","CA",35.241311,-118.59338
93532,2419,54769,"Lake Hughes","CA",34.676708,-118.45592
93534,39120,35600,"Lancaster","CA",34.698696,-118.15015
93535,73282,42835,"Lancaster","CA",34.691946,-117.97756
93536,71313,70724,"Lancaster","CA",34.728857,-118.32683
93541,651,53750,"Lee Vining","CA",37.973204,-119.12029
93543,13578,57588,"Littlerock","CA",34.533321,-117.94904
93544,951,52000,"Llano","CA",34.493392,-117.77444
93545,2099,31912,"Lone Pine","CA",36.589514,-118.07367
93546,9408,65156,"Mammoth Lakes","CA",37.621587,-118.86279
93549,334,42237,"Olancha","CA",36.228484,-117.97084
93550,74203,38502,"Palmdale","CA",34.56548,-118.08549
93551,50572,85200,"Palmdale","CA",34.606146,-118.18495
93552,42073,56738,"Palmdale","CA",34.561207,-118.0375
93553,1975,48063,"Pearblossom","CA",34.487552,-117.89885
93554,128,26813,"Randsburg","CA",35.409108,-117.69966
93555,32967,62533,"Ridgecrest","CA",35.599177,-117.68065
93558,267,25486,"Red Mountain","CA",34.839964,-115.967051
93560,19189,56875,"Rosamond","CA",34.88923,-118.33629
93561,34246,60513,"Tehachapi","CA",35.132673,-118.50781
93562,1781,30478,"Trona","CA",35.764433,-117.38202
93563,375,67917,"Valyermo","CA",34.394253,-117.69475
93591,6558,39880,"Palmdale","CA",34.596742,-117.84467
93592,20,0,"Trona","CA",34.839964,-115.967051
93601,2457,61466,"Ahwahnee","CA",37.388698,-119.72439
93602,4207,59125,"Auberry","CA",37.077273,-119.42982
93603,274,51250,"Badger","CA",36.678073,-118.9601
93604,874,50455,"Bass Lake","CA",37.364625,-119.51261
93605,201,82917,"Big Creek","CA",37.191503,-119.26372
93606,604,16154,"Biola","CA",36.802534,-120.01902
93608,725,31111,"Cantua Creek","CA",36.523482,-120.38428
93609,5843,43322,"Caruthers","CA",36.534599,-119.83592
93610,24151,39051,"Chowchilla","CA",37.100417,-120.27864
93611,48597,77930,"Clovis","CA",36.840057,-119.66107
93612,34814,37207,"Clovis","CA",36.813456,-119.70826
93614,10865,50858,"Coarsegold","CA",37.206505,-119.7207
93615,5923,25327,"Cutler","CA",36.506019,-119.2866
93616,2126,31250,"Del Rey","CA",36.657266,-119.59309
93618,29628,38269,"Dinuba","CA",36.538017,-119.38887
93620,10028,34869,"Dos Palos","CA",37.029613,-120.64014
93621,307,31544,"Dunlap","CA",36.774951,-119.13779
93622,9747,32125,"Firebaugh","CA",36.800027,-120.57996
93623,58,24009,"Fish Camp","CA",37.463177,-119.64498
93624,1359,33600,"Five Points","CA",36.40263,-120.12855
93625,7068,42250,"Fowler","CA",36.6265,-119.67526
93626,813,26958,"Friant","CA",37.024461,-119.68496
93627,85,0,"Helm","CA",36.523726,-120.10669
93628,266,66679,"Hume","CA",36.780156,-118.91524
93630,18990,42303,"Kerman","CA",36.722616,-120.10081
93631,16844,58381,"Kingsburg","CA",36.506063,-119.54587
93633,0,0,"Kings Canyon National Pk","CA",36.734051,-118.958777
93634,15,0,"Lakeshore","CA",37.237216,-119.23304
93635,39439,45056,"Los Banos","CA",37.048385,-120.86983
93637,40101,49121,"Madera","CA",36.914819,-120.15817
93638,49761,36890,"Madera","CA",36.991476,-119.98729
93640,12140,25741,"Mendota","CA",36.701905,-120.42801
93641,233,42222,"Miramonte","CA",36.697311,-119.01864
93643,2724,48617,"North Fork","CA",37.232047,-119.52006
93644,7434,44223,"Oakhurst","CA",37.405699,-119.56754
93645,212,93529,"O Neals","CA",37.146284,-119.67379
93646,10716,27914,"Orange Cove","CA",36.623699,-119.30892
93647,11926,32898,"Orosi","CA",36.565252,-119.24273
93648,16102,32175,"Parlier","CA",36.61365,-119.52873
93650,3767,31818,"Fresno","CA",36.841454,-119.79832
93651,1569,90179,"Prather","CA",37.004865,-119.50748
93652,288,22917,"Raisin","CA",36.600348,-119.90272
93653,1357,46121,"Raymond","CA",37.236305,-119.92498
93654,31575,47882,"Reedley","CA",36.608675,-119.43761
93656,7194,45485,"Riverdale","CA",36.45185,-119.93651
93657,35653,49785,"Sanger","CA",36.72845,-119.53571
93660,4621,26223,"San Joaquin","CA",36.600172,-120.15338
93662,30700,43442,"Selma","CA",36.566779,-119.62201
93664,703,96563,"Shaver Lake","CA",37.103957,-119.2644
93665,612,33813,"South Dos Palos","CA",36.961248,-120.65439
93666,683,24276,"Sultana","CA",36.545749,-119.33907
93667,2089,53385,"Tollhouse","CA",36.981035,-119.38254
93668,1215,38665,"Tranquillity","CA",36.641742,-120.28909
93669,284,6827,"Wishon","CA",37.284459,-119.53472
93673,910,38359,"Traver","CA",36.455501,-119.48495
93675,2808,63105,"Squaw Valley","CA",36.713181,-119.18327
93701,10788,18553,"Fresno","CA",36.749444,-119.78872
93702,47850,26031,"Fresno","CA",36.741199,-119.7553
93703,34122,28406,"Fresno","CA",36.767299,-119.765
93704,26009,48461,"Fresno","CA",36.794748,-119.80097
93705,38130,32635,"Fresno","CA",36.786948,-119.82747
93706,39794,29197,"Fresno","CA",36.691036,-119.83321
93710,33114,42844,"Fresno","CA",36.825582,-119.76358
93711,37630,63934,"Fresno","CA",36.831723,-119.83198
93720,46153,77092,"Fresno","CA",36.865587,-119.75917
93721,6308,11922,"Fresno","CA",36.733193,-119.78473
93722,80455,54381,"Fresno","CA",36.801603,-119.88878
93725,26879,35635,"Fresno","CA",36.658599,-119.74097
93726,42618,32471,"Fresno","CA",36.795249,-119.76293
93727,73671,46394,"Fresno","CA",36.753177,-119.69703
93728,14711,32658,"Fresno","CA",36.758598,-119.81022
93901,26438,49491,"Salinas","CA",36.665879,-121.65497
93905,60887,42807,"Salinas","CA",36.681161,-121.61538
93906,63529,55082,"Salinas","CA",36.709717,-121.63997
93907,21812,68078,"Salinas","CA",36.754058,-121.66472
93908,12350,113826,"Salinas","CA",36.619954,-121.65145
93920,839,57670,"Big Sur","CA",36.133401,-121.63798
93921,3164,62230,"Carmel","CA",36.555248,-121.9212
93923,12954,98219,"Carmel","CA",36.517261,-121.89436
93924,5967,92137,"Carmel Valley","CA",36.447533,-121.68611
93925,1672,60000,"Chualar","CA",36.581329,-121.46597
93926,9128,51044,"Gonzales","CA",36.518179,-121.42557
93927,17697,52233,"Greenfield","CA",36.300819,-121.2904
93928,362,77250,"Jolon","CA",36.015388,-121.24839
93930,16843,42454,"King City","CA",36.21106,-121.05986
93932,564,94712,"Lockwood","CA",35.987276,-121.04788
93933,22696,53955,"Marina","CA",36.678155,-121.79724
93940,33760,67716,"Monterey","CA",36.586193,-121.88667
93943,6,0,"Monterey","CA",36.35433,-121.132928
93950,15365,70230,"Pacific Grove","CA",36.619065,-121.92102
93953,4578,102396,"Pebble Beach","CA",36.59081,-121.9461
93954,246,43750,"San Lucas","CA",36.126393,-120.91784
93955,34084,52420,"Seaside","CA",36.615813,-121.83461
93960,27212,47098,"Soledad","CA",36.41176,-121.32617
93962,939,80288,"Spreckels","CA",36.624606,-121.64655
94002,26679,105985,"Belmont","CA",37.516687,-122.29026
94005,4421,80233,"Brisbane","CA",37.682882,-122.40422
94010,42223,118125,"Burlingame","CA",37.574936,-122.36332
94014,48536,71668,"Daly City","CA",37.699182,-122.45035
94015,62941,78564,"Daly City","CA",37.682583,-122.48209
94019,18382,103378,"Half Moon Bay","CA",37.47584,-122.44323
94020,1483,92356,"La Honda","CA",37.28842,-122.22457
94021,211,93810,"Loma Mar","CA",37.271753,-122.27672
94022,19737,182750,"Los Altos","CA",37.37714,-122.12412
94024,22573,167546,"Los Altos","CA",37.353741,-122.08717
94025,40945,119095,"Menlo Park","CA",37.451688,-122.18385
94027,7230,236912,"Atherton","CA",37.458615,-122.20009
94028,6720,180174,"Portola Valley","CA",37.374421,-122.213
94030,22203,92006,"Millbrae","CA",37.600735,-122.40135
94037,2880,147568,"Montara","CA",37.539839,-122.50819
94038,3435,81622,"Moss Beach","CA",37.52489,-122.50991
94040,33958,101912,"Mountain View","CA",37.380207,-122.08787
94041,13551,88810,"Mountain View","CA",37.38949,-122.07846
94043,29280,100844,"Mountain View","CA",37.40679,-122.07461
94044,38416,96719,"Pacifica","CA",37.613806,-122.48229
94060,1650,60089,"Pescadero","CA",37.203092,-122.33718
94061,37667,81907,"Redwood City","CA",37.463911,-122.23396
94062,27014,126557,"Redwood City","CA",37.444879,-122.26253
94063,31881,54003,"Redwood City","CA",37.483504,-122.2144
94065,11585,132462,"Redwood City","CA",37.533538,-122.24602
94066,42100,81369,"San Bruno","CA",37.625908,-122.42363
94070,29879,125335,"San Carlos","CA",37.499175,-122.26655
94074,320,153269,"San Gregorio","CA",37.317278,-122.36526
94080,66002,78378,"South San Francisco","CA",37.652857,-122.4301
94085,23964,92489,"Sunnyvale","CA",37.38894,-122.017956
94086,47051,100215,"Sunnyvale","CA",37.378341,-122.02398
94087,55229,122354,"Sunnyvale","CA",37.350091,-122.03602
94089,20476,88797,"Sunnyvale","CA",37.406289,-122.00838
94102,28013,24127,"San Francisco","CA",37.779329,-122.41915
94103,24108,41612,"San Francisco","CA",37.772329,-122.41087
94104,223,80341,"San Francisco","CA",37.791728,-122.4019
94105,6282,170656,"San Francisco","CA",37.789228,-122.3957
94107,27792,120610,"San Francisco","CA",37.766529,-122.39577
94108,13930,36875,"San Francisco","CA",37.792678,-122.40793
94109,54768,63173,"San Francisco","CA",37.792778,-122.42188
94110,71422,84488,"San Francisco","CA",37.74873,-122.41545
94111,3477,103472,"San Francisco","CA",37.798228,-122.40027
94112,83032,71505,"San Francisco","CA",37.720931,-122.44241
94114,32229,122970,"San Francisco","CA",37.758434,-122.43512
94115,34556,85330,"San Francisco","CA",37.786129,-122.43736
94116,45552,84828,"San Francisco","CA",37.743381,-122.48578
94117,42638,103333,"San Francisco","CA",37.770937,-122.44276
94118,40102,82993,"San Francisco","CA",37.782029,-122.46158
94121,42043,70220,"San Francisco","CA",37.778729,-122.49265
94122,58547,86070,"San Francisco","CA",37.75838,-122.48478
94123,25528,121200,"San Francisco","CA",37.801028,-122.43836
94124,35201,49594,"San Francisco","CA",37.732797,-122.39348
94127,19356,131108,"San Francisco","CA",37.734964,-122.4597
94128,83,0,"San Francisco","CA",37.621964,-122.39534
94129,3334,144886,"San Francisco","CA",37.79984,-122.46167
94130,3083,38077,"San Francisco","CA",37.819423,-122.36966
94131,28370,100114,"San Francisco","CA",37.741797,-122.4378
94132,31926,66607,"San Francisco","CA",37.724231,-122.47958
94133,27662,53150,"San Francisco","CA",37.801878,-122.41018
94134,40343,60230,"San Francisco","CA",37.719581,-122.41085
94301,16927,134907,"Palo Alto","CA",37.443688,-122.15071
94303,47159,89464,"Palo Alto","CA",37.449888,-122.12749
94304,3688,101932,"Palo Alto","CA",37.397823,-122.16605
94305,13538,51976,"Stanford","CA",37.427039,-122.16496
94306,27094,111602,"Palo Alto","CA",37.419389,-122.13273
94401,36838,72279,"San Mateo","CA",37.570385,-122.32044
94402,24306,115807,"San Mateo","CA",37.551586,-122.32773
94403,40032,95189,"San Mateo","CA",37.539686,-122.30266
94404,35045,114779,"San Mateo","CA",37.554335,-122.27032
94501,62571,70935,"Alameda","CA",37.769528,-122.25937
94502,13192,105480,"Alameda","CA",37.734379,-122.23952
94503,20116,81918,"American Canyon","CA",38.170372,-122.25605
94506,21896,176241,"Danville","CA",37.804064,-121.91202
94507,15973,163219,"Alamo","CA",37.856683,-122.02488
94508,4118,72411,"Angwin","CA",38.568307,-122.45084
94509,63351,54372,"Antioch","CA",37.991571,-121.80207
94510,27515,89500,"Benicia","CA",38.071769,-122.15517
94511,2158,36845,"Bethel Island","CA",38.040395,-121.63852
94512,214,64583,"Birds Landing","CA",38.159894,-121.84195
94513,56929,89607,"Brentwood","CA",37.932123,-121.70381
94514,1174,51992,"Byron","CA",37.847704,-121.60812
94515,7314,62182,"Calistoga","CA",38.597907,-122.60952
94516,154,100750,"Canyon","CA",37.777208,-121.955399
94517,12781,121367,"Clayton","CA",37.923523,-121.91172
94518,26647,73040,"Concord","CA",37.954122,-122.02506
94519,19927,67607,"Concord","CA",37.984271,-122.01437
94520,38743,47656,"Concord","CA",37.986321,-122.03988
94521,41138,84819,"Concord","CA",37.957772,-121.97709
94523,34428,81685,"Pleasant Hill","CA",37.951672,-122.07317
94525,3151,81667,"Crockett","CA",38.05282,-122.2234
94526,32274,128802,"Danville","CA",37.811676,-121.98647
94528,915,162328,"Diablo","CA",37.838744,-121.96672
94530,24301,87598,"El Cerrito","CA",37.917774,-122.30426
94531,42587,88693,"Antioch","CA",37.920852,-121.723919
94533,70634,56973,"Fairfield","CA",38.269582,-122.03701
94535,4543,53389,"Travis AFB","CA",38.277661,-121.9192
